2025-08-12T10:33:17+01:00  10:33:17 up 4 days,  1:05,  1 user,  load average: 13.72, 11.47, 9.25
2025-08-12T10:33:22+01:00  10:33:22 up 4 days,  1:05,  1 user,  load average: 15.58, 11.90, 9.40
2025-08-12T10:33:27+01:00  10:33:27 up 4 days,  1:05,  1 user,  load average: 16.09, 12.06, 9.47
2025-08-12T10:33:32+01:00  10:33:32 up 4 days,  1:05,  1 user,  load average: 17.53, 12.43, 9.60
2025-08-12T10:33:37+01:00  10:33:37 up 4 days,  1:06,  1 user,  load average: 18.29, 12.67, 9.69
2025-08-12T10:33:42+01:00  10:33:42 up 4 days,  1:06,  1 user,  load average: 18.83, 12.88, 9.77
2025-08-12T10:33:47+01:00  10:33:47 up 4 days,  1:06,  1 user,  load average: 19.16, 13.04, 9.85
2025-08-12T10:33:52+01:00  10:33:52 up 4 days,  1:06,  1 user,  load average: 17.95, 12.89, 9.81
2025-08-12T10:33:57+01:00  10:33:57 up 4 days,  1:06,  1 user,  load average: 17.79, 12.95, 9.85
2025-08-12T10:34:02+01:00  10:34:02 up 4 days,  1:06,  1 user,  load average: 17.57, 12.98, 9.87
2025-08-12T10:34:07+01:00  10:34:07 up 4 days,  1:06,  1 user,  load average: 16.32, 12.80, 9.83
2025-08-12T10:34:12+01:00  10:34:12 up 4 days,  1:06,  1 user,  load average: 16.85, 12.97, 9.90
2025-08-12T10:34:17+01:00  10:34:17 up 4 days,  1:06,  1 user,  load average: 15.90, 12.83, 9.88
2025-08-12T10:34:22+01:00  10:34:22 up 4 days,  1:06,  1 user,  load average: 15.51, 12.80, 9.88
2025-08-12T10:34:27+01:00  10:34:27 up 4 days,  1:06,  1 user,  load average: 14.35, 12.61, 9.84
2025-08-12T10:34:32+01:00  10:34:32 up 4 days,  1:06,  1 user,  load average: 13.28, 12.41, 9.79
2025-08-12T10:34:37+01:00  10:34:37 up 4 days,  1:07,  1 user,  load average: 12.70, 12.31, 9.77
2025-08-12T10:34:42+01:00  10:34:42 up 4 days,  1:07,  1 user,  load average: 12.08, 12.19, 9.74
2025-08-12T10:34:47+01:00  10:34:47 up 4 days,  1:07,  1 user,  load average: 11.59, 12.08, 9.72
2025-08-12T10:34:52+01:00  10:34:52 up 4 days,  1:07,  1 user,  load average: 10.74, 11.90, 9.67
2025-08-12T10:34:57+01:00  10:34:57 up 4 days,  1:07,  1 user,  load average: 11.41, 12.02, 9.72
2025-08-12T10:35:02+01:00  10:35:02 up 4 days,  1:07,  1 user,  load average: 10.81, 11.88, 9.69
2025-08-12T10:35:07+01:00  10:35:07 up 4 days,  1:07,  1 user,  load average: 10.27, 11.75, 9.66
2025-08-12T10:35:12+01:00  10:35:12 up 4 days,  1:07,  1 user,  load average: 10.33, 11.74, 9.67
2025-08-12T10:35:17+01:00  10:35:17 up 4 days,  1:07,  1 user,  load average: 10.14, 11.68, 9.66
2025-08-12T10:35:22+01:00  10:35:22 up 4 days,  1:07,  1 user,  load average: 11.33, 11.90, 9.74
2025-08-12T10:35:27+01:00  10:35:27 up 4 days,  1:07,  1 user,  load average: 13.63, 12.36, 9.91
2025-08-12T10:35:32+01:00  10:35:32 up 4 days,  1:07,  1 user,  load average: 12.61, 12.18, 9.86
2025-08-12T10:35:37+01:00  10:35:37 up 4 days,  1:08,  1 user,  load average: 12.56, 12.17, 9.87
2025-08-12T10:35:42+01:00  10:35:42 up 4 days,  1:08,  1 user,  load average: 11.88, 12.04, 9.84
2025-08-12T10:35:47+01:00  10:35:47 up 4 days,  1:08,  1 user,  load average: 12.05, 12.07, 9.86
2025-08-12T10:35:52+01:00  10:35:52 up 4 days,  1:08,  1 user,  load average: 11.88, 12.04, 9.86
2025-08-12T10:35:57+01:00  10:35:57 up 4 days,  1:08,  1 user,  load average: 12.13, 12.08, 9.89
2025-08-12T10:36:02+01:00  10:36:02 up 4 days,  1:08,  1 user,  load average: 11.32, 11.92, 9.85
2025-08-12T10:36:07+01:00  10:36:07 up 4 days,  1:08,  1 user,  load average: 10.58, 11.75, 9.80
2025-08-12T10:36:12+01:00  10:36:12 up 4 days,  1:08,  1 user,  load average: 10.21, 11.66, 9.78
2025-08-12T10:36:17+01:00  10:36:17 up 4 days,  1:08,  1 user,  load average: 10.27, 11.64, 9.79
2025-08-12T10:36:22+01:00  10:36:22 up 4 days,  1:08,  1 user,  load average: 10.01, 11.57, 9.78
2025-08-12T10:36:27+01:00  10:36:27 up 4 days,  1:08,  1 user,  load average: 9.45, 11.43, 9.74
2025-08-12T10:36:32+01:00  10:36:32 up 4 days,  1:08,  1 user,  load average: 10.37, 11.58, 9.80
2025-08-12T10:36:37+01:00  10:36:37 up 4 days,  1:09,  1 user,  load average: 9.70, 11.43, 9.76
2025-08-12T10:36:42+01:00  10:36:42 up 4 days,  1:09,  1 user,  load average: 9.17, 11.29, 9.72
2025-08-12T10:36:47+01:00  10:36:47 up 4 days,  1:09,  1 user,  load average: 8.59, 11.13, 9.68
2025-08-12T10:36:52+01:00  10:36:52 up 4 days,  1:09,  1 user,  load average: 8.22, 11.01, 9.65
2025-08-12T10:36:57+01:00  10:36:57 up 4 days,  1:09,  1 user,  load average: 7.64, 10.85, 9.60
2025-08-12T10:37:02+01:00  10:37:02 up 4 days,  1:09,  1 user,  load average: 8.15, 10.90, 9.63
2025-08-12T10:37:07+01:00  10:37:07 up 4 days,  1:09,  1 user,  load average: 7.98, 10.82, 9.61
2025-08-12T10:37:12+01:00  10:37:12 up 4 days,  1:09,  1 user,  load average: 7.90, 10.75, 9.59
2025-08-12T10:37:17+01:00  10:37:17 up 4 days,  1:09,  1 user,  load average: 8.39, 10.81, 9.62
2025-08-12T10:37:22+01:00  10:37:22 up 4 days,  1:09,  1 user,  load average: 7.96, 10.68, 9.58
2025-08-12T10:37:27+01:00  10:37:27 up 4 days,  1:09,  1 user,  load average: 8.36, 10.72, 9.60
2025-08-12T10:37:32+01:00  10:37:32 up 4 days,  1:09,  1 user,  load average: 8.57, 10.72, 9.61
2025-08-12T10:37:37+01:00  10:37:37 up 4 days,  1:10,  1 user,  load average: 8.77, 10.73, 9.61
2025-08-12T10:37:42+01:00  10:37:42 up 4 days,  1:10,  1 user,  load average: 8.15, 10.56, 9.57
2025-08-12T10:37:48+01:00  10:37:47 up 4 days,  1:10,  1 user,  load average: 9.18, 10.74, 9.63
2025-08-12T10:37:53+01:00  10:37:53 up 4 days,  1:10,  1 user,  load average: 9.96, 10.87, 9.68
2025-08-12T10:37:58+01:00  10:37:58 up 4 days,  1:10,  1 user,  load average: 11.09, 11.09, 9.76
2025-08-12T10:38:03+01:00  10:38:03 up 4 days,  1:10,  1 user,  load average: 11.80, 11.24, 9.81
2025-08-12T10:38:08+01:00  10:38:08 up 4 days,  1:10,  1 user,  load average: 11.50, 11.19, 9.80
2025-08-12T10:38:13+01:00  10:38:13 up 4 days,  1:10,  1 user,  load average: 12.18, 11.33, 9.86
2025-08-12T10:38:18+01:00  10:38:18 up 4 days,  1:10,  1 user,  load average: 11.92, 11.29, 9.85
2025-08-12T10:38:23+01:00  10:38:23 up 4 days,  1:10,  1 user,  load average: 11.61, 11.24, 9.84
2025-08-12T10:38:28+01:00  10:38:28 up 4 days,  1:10,  1 user,  load average: 11.08, 11.14, 9.82
2025-08-12T10:38:33+01:00  10:38:33 up 4 days,  1:10,  1 user,  load average: 10.43, 11.00, 9.78
2025-08-12T10:38:38+01:00  10:38:38 up 4 days,  1:11,  1 user,  load average: 10.24, 10.95, 9.77
2025-08-12T10:38:43+01:00  10:38:43 up 4 days,  1:11,  1 user,  load average: 11.74, 11.25, 9.87
2025-08-12T10:38:48+01:00  10:38:48 up 4 days,  1:11,  1 user,  load average: 11.04, 11.11, 9.84
2025-08-12T10:38:53+01:00  10:38:53 up 4 days,  1:11,  1 user,  load average: 10.80, 11.06, 9.83
2025-08-12T10:38:58+01:00  10:38:58 up 4 days,  1:11,  1 user,  load average: 10.33, 10.96, 9.80
2025-08-12T10:39:03+01:00  10:39:03 up 4 days,  1:11,  1 user,  load average: 9.50, 10.78, 9.75
2025-08-12T10:39:08+01:00  10:39:08 up 4 days,  1:11,  1 user,  load average: 9.54, 10.76, 9.75
2025-08-12T10:39:13+01:00  10:39:13 up 4 days,  1:11,  1 user,  load average: 9.42, 10.72, 9.74
2025-08-12T10:39:18+01:00  10:39:18 up 4 days,  1:11,  1 user,  load average: 10.35, 10.89, 9.80
2025-08-12T10:39:23+01:00  10:39:23 up 4 days,  1:11,  1 user,  load average: 10.56, 10.92, 9.82
2025-08-12T10:39:28+01:00  10:39:28 up 4 days,  1:11,  1 user,  load average: 10.12, 10.83, 9.79
2025-08-12T10:39:33+01:00  10:39:33 up 4 days,  1:11,  1 user,  load average: 10.35, 10.86, 9.81
2025-08-12T10:39:38+01:00  10:39:38 up 4 days,  1:12,  1 user,  load average: 11.28, 11.05, 9.87
2025-08-12T10:39:43+01:00  10:39:43 up 4 days,  1:12,  1 user,  load average: 11.74, 11.15, 9.91
2025-08-12T10:39:48+01:00  10:39:48 up 4 days,  1:12,  1 user,  load average: 12.16, 11.24, 9.95
2025-08-12T10:39:53+01:00  10:39:53 up 4 days,  1:12,  1 user,  load average: 12.39, 11.31, 9.98
2025-08-12T10:39:58+01:00  10:39:58 up 4 days,  1:12,  1 user,  load average: 13.08, 11.47, 10.04
2025-08-12T10:40:03+01:00  10:40:03 up 4 days,  1:12,  1 user,  load average: 12.99, 11.48, 10.05
2025-08-12T10:40:08+01:00  10:40:08 up 4 days,  1:12,  1 user,  load average: 12.59, 11.42, 10.04
2025-08-12T10:40:13+01:00  10:40:13 up 4 days,  1:12,  1 user,  load average: 11.66, 11.25, 9.99
2025-08-12T10:40:18+01:00  10:40:18 up 4 days,  1:12,  1 user,  load average: 12.17, 11.36, 10.03
2025-08-12T10:40:23+01:00  10:40:23 up 4 days,  1:12,  1 user,  load average: 11.92, 11.32, 10.03
2025-08-12T10:40:28+01:00  10:40:28 up 4 days,  1:12,  1 user,  load average: 11.52, 11.25, 10.01
2025-08-12T10:40:33+01:00  10:40:33 up 4 days,  1:12,  1 user,  load average: 11.16, 11.18, 9.99
2025-08-12T10:40:38+01:00  10:40:38 up 4 days,  1:13,  1 user,  load average: 11.55, 11.26, 10.03
2025-08-12T10:40:43+01:00  10:40:43 up 4 days,  1:13,  1 user,  load average: 12.22, 11.40, 10.08
2025-08-12T10:40:48+01:00  10:40:48 up 4 days,  1:13,  1 user,  load average: 11.65, 11.30, 10.05
2025-08-12T10:40:53+01:00  10:40:53 up 4 days,  1:13,  1 user,  load average: 11.03, 11.17, 10.02
2025-08-12T10:40:58+01:00  10:40:58 up 4 days,  1:13,  1 user,  load average: 10.31, 11.02, 9.98
2025-08-12T10:41:03+01:00  10:41:03 up 4 days,  1:13,  1 user,  load average: 9.64, 10.87, 9.93
2025-08-12T10:41:08+01:00  10:41:08 up 4 days,  1:13,  1 user,  load average: 9.11, 10.74, 9.90
2025-08-12T10:41:13+01:00  10:41:13 up 4 days,  1:13,  1 user,  load average: 9.42, 10.78, 9.91
2025-08-12T10:41:18+01:00  10:41:18 up 4 days,  1:13,  1 user,  load average: 8.91, 10.65, 9.87
2025-08-12T10:41:23+01:00  10:41:23 up 4 days,  1:13,  1 user,  load average: 9.00, 10.64, 9.88
2025-08-12T10:41:28+01:00  10:41:28 up 4 days,  1:13,  1 user,  load average: 8.68, 10.54, 9.85
2025-08-12T10:41:33+01:00  10:41:33 up 4 days,  1:13,  1 user,  load average: 8.86, 10.55, 9.86
2025-08-12T10:41:38+01:00  10:41:38 up 4 days,  1:14,  1 user,  load average: 10.24, 10.81, 9.94
2025-08-12T10:41:43+01:00  10:41:43 up 4 days,  1:14,  1 user,  load average: 10.14, 10.78, 9.94
2025-08-12T10:41:48+01:00  10:41:48 up 4 days,  1:14,  1 user,  load average: 10.45, 10.83, 9.96
2025-08-12T10:41:53+01:00  10:41:53 up 4 days,  1:14,  1 user,  load average: 11.05, 10.95, 10.00
2025-08-12T10:41:58+01:00  10:41:58 up 4 days,  1:14,  1 user,  load average: 11.13, 10.97, 10.01
2025-08-12T10:42:03+01:00  10:42:03 up 4 days,  1:14,  1 user,  load average: 11.20, 10.99, 10.02
2025-08-12T10:42:08+01:00  10:42:08 up 4 days,  1:14,  1 user,  load average: 10.62, 10.87, 9.99
2025-08-12T10:42:13+01:00  10:42:13 up 4 days,  1:14,  1 user,  load average: 11.61, 11.07, 10.06
2025-08-12T10:42:18+01:00  10:42:18 up 4 days,  1:14,  1 user,  load average: 12.44, 11.25, 10.13
2025-08-12T10:42:23+01:00  10:42:23 up 4 days,  1:14,  1 user,  load average: 12.33, 11.25, 10.13
2025-08-12T10:42:28+01:00  10:42:28 up 4 days,  1:14,  1 user,  load average: 14.14, 11.64, 10.27
2025-08-12T10:42:33+01:00  10:42:33 up 4 days,  1:14,  1 user,  load average: 13.89, 11.63, 10.27
2025-08-12T10:42:38+01:00  10:42:38 up 4 days,  1:15,  1 user,  load average: 12.94, 11.47, 10.22
2025-08-12T10:42:43+01:00  10:42:43 up 4 days,  1:15,  1 user,  load average: 12.86, 11.48, 10.23
2025-08-12T10:42:48+01:00  10:42:48 up 4 days,  1:15,  1 user,  load average: 13.04, 11.54, 10.26
2025-08-12T10:42:53+01:00  10:42:53 up 4 days,  1:15,  1 user,  load average: 13.83, 11.73, 10.33
2025-08-12T10:42:58+01:00  10:42:58 up 4 days,  1:15,  1 user,  load average: 13.13, 11.62, 10.30
2025-08-12T10:43:03+01:00  10:43:03 up 4 days,  1:15,  1 user,  load average: 13.04, 11.62, 10.31
2025-08-12T10:43:08+01:00  10:43:08 up 4 days,  1:15,  1 user,  load average: 12.63, 11.56, 10.30
2025-08-12T10:43:13+01:00  10:43:13 up 4 days,  1:15,  1 user,  load average: 12.90, 11.64, 10.33
2025-08-12T10:43:18+01:00  10:43:18 up 4 days,  1:15,  1 user,  load average: 12.35, 11.54, 10.30
2025-08-12T10:43:24+01:00  10:43:24 up 4 days,  1:15,  1 user,  load average: 11.92, 11.47, 10.29
2025-08-12T10:43:29+01:00  10:43:29 up 4 days,  1:15,  1 user,  load average: 11.13, 11.31, 10.24
2025-08-12T10:43:34+01:00  10:43:34 up 4 days,  1:15,  1 user,  load average: 10.47, 11.17, 10.20
2025-08-12T10:43:39+01:00  10:43:39 up 4 days,  1:16,  1 user,  load average: 9.96, 11.05, 10.17
2025-08-12T10:43:44+01:00  10:43:44 up 4 days,  1:16,  1 user,  load average: 10.52, 11.15, 10.21
2025-08-12T10:43:49+01:00  10:43:49 up 4 days,  1:16,  1 user,  load average: 11.84, 11.42, 10.30
2025-08-12T10:43:54+01:00  10:43:54 up 4 days,  1:16,  1 user,  load average: 14.58, 11.99, 10.49
2025-08-12T10:43:59+01:00  10:43:59 up 4 days,  1:16,  1 user,  load average: 16.13, 12.36, 10.61
2025-08-12T10:44:04+01:00  10:44:04 up 4 days,  1:16,  1 user,  load average: 14.92, 12.17, 10.56
2025-08-12T10:44:09+01:00  10:44:09 up 4 days,  1:16,  1 user,  load average: 15.65, 12.36, 10.64
2025-08-12T10:44:14+01:00  10:44:14 up 4 days,  1:16,  1 user,  load average: 15.60, 12.41, 10.66
2025-08-12T10:44:19+01:00  10:44:19 up 4 days,  1:16,  1 user,  load average: 14.67, 12.27, 10.62
2025-08-12T10:44:24+01:00  10:44:24 up 4 days,  1:16,  1 user,  load average: 15.57, 12.50, 10.71
2025-08-12T10:44:29+01:00  10:44:29 up 4 days,  1:16,  1 user,  load average: 14.65, 12.36, 10.67
2025-08-12T10:44:34+01:00  10:44:34 up 4 days,  1:16,  1 user,  load average: 15.56, 12.58, 10.75
2025-08-12T10:44:39+01:00  10:44:39 up 4 days,  1:17,  1 user,  load average: 14.55, 12.42, 10.71
2025-08-12T10:44:44+01:00  10:44:44 up 4 days,  1:17,  1 user,  load average: 15.55, 12.66, 10.80
